numero_declaration,date_declaration,date_envoi_mail_info,date_envoi_mail_relance,date_prorogation,statut_actif,date_desactivation,id_declarant,guid,Civilite_declarant,nom_declarant,prenom_declarant,adresse_mail_declarant,adresse_declarant,cp_declarant,ville_declarant,Pays_declarant,societe_declarant,numero_siret_declarant,id_declaration,id_demande_guichet,compte_parisien,Type_residence,totalite_local,numero_voirie,indice_repetition,adresse_meuble,gps_meuble,id_poi_adresse_meuble,cp_meuble,etage,batiment,escalier,numero_appart,numero_invariant,nombre_pieces,nombre_lits,partie_local,date_classement,Niveau_classement,autre_reconnaissance,code_rivoli,adresseNormalise,Identification_parcelle,Quartier,IDBA
7510107139029,23/4/2023,25/5/2023,,,True,,3288,672696-xxxx-yyyy-zzzz-4988,Madame,Nom2529,Prénom2504,email3789@test.com,13 Rue Fictive,75338,Paris,France,,,511800,787988,False,Principale,False,62,,42 Rue Imaginaire,,,75758,8,,,41,,4,3,True,,4 étoiles,,3218,8 Avenue Virtuelle,751068XX3611,8,34822
7510166143956,7/4/2023,16/9/2023,,,False,,4210,573816-xxxx-yyyy-zzzz-5683,Monsieur,Nom861,Prénom4068,email482@test.com,40 Rue Fictive,75878,Paris,France,,,496878,713020,True,Location,False,100,,27 Rue Imaginaire,,,75953,3,,,28,,3,1,False,,3 étoiles,,6524,10 Avenue Virtuelle,751027XX7742,12,83350
7510127976954,25/3/2023,26/2/2023,,,False,,996,859303-xxxx-yyyy-zzzz-2069,Monsieur,Nom1407,Prénom1352,email2014@test.com,71 Rue Fictive,75805,Paris,France,,,112133,642106,True,Location,False,39,,9 Rue Imaginaire,,,75427,8,,,23,,1,1,True,,5 étoiles,,8470,87 Avenue Virtuelle,751051XX9077,8,40405
7510103731896,24/5/2023,1/12/2023,,,False,,3966,507598-xxxx-yyyy-zzzz-7809,Monsieur,Nom813,Prénom2090,email2500@test.com,92 Rue Fictive,75071,Paris,France,,,633526,633383,False,Principale,False,44,,66 Rue Imaginaire,,,75769,6,,,5,,3,2,False,,4 étoiles,,2239,16 Avenue Virtuelle,751010XX2914,1,31590
7510138856553,23/2/2023,8/12/2023,,,True,,4001,757602-xxxx-yyyy-zzzz-3509,Monsieur,Nom184,Prénom3816,email3020@test.com,62 Rue Fictive,75516,Paris,France,,,797631,331648,True,Secondaire,True,93,,96 Rue Imaginaire,,,75769,10,,,26,,2,3,True,,3 étoiles,,7706,81 Avenue Virtuelle,751061XX5325,3,85662
7510193812768,18/11/2023,15/3/2023,,,False,,948,147823-xxxx-yyyy-zzzz-4423,Madame,Nom506,Prénom2855,email4817@test.com,14 Rue Fictive,75552,Paris,France,,,930763,393925,False,Secondaire,False,18,,29 Rue Imaginaire,,,75906,0,,,36,,4,5,False,,4 étoiles,,2901,15 Avenue Virtuelle,751047XX5030,8,72485
7510126378316,2/11/2023,17/9/2023,,,True,,1184,784634-xxxx-yyyy-zzzz-6866,Madame,Nom1960,Prénom806,email785@test.com,89 Rue Fictive,75255,Paris,France,,,867698,535564,True,Secondaire,True,34,,100 Rue Imaginaire,,,75851,3,,,37,,4,2,False,,3 étoiles,,6850,5 Avenue Virtuelle,751059XX5535,17,95959
7510118637137,15/4/2023,10/3/2023,,,True,,3398,537835-xxxx-yyyy-zzzz-6128,Monsieur,Nom4411,Prénom235,email4290@test.com,65 Rue Fictive,75655,Paris,France,,,369259,635594,False,Principale,True,55,,41 Rue Imaginaire,,,75093,3,,,1,,1,1,True,,5 étoiles,,4559,29 Avenue Virtuelle,751019XX9631,12,94276
7510185210185,19/2/2023,21/10/2023,,,False,,2706,657031-xxxx-yyyy-zzzz-1749,Madame,Nom3884,Prénom1683,email2049@test.com,13 Rue Fictive,75219,Paris,France,,,204808,188258,False,Location,True,44,,85 Rue Imaginaire,,,75425,7,,,8,,3,2,True,,4 étoiles,,8113,75 Avenue Virtuelle,751093XX7062,9,88876
7510181278714,9/7/2023,13/3/2023,,,False,,4433,547815-xxxx-yyyy-zzzz-5180,Monsieur,Nom3081,Prénom2972,email1921@test.com,32 Rue Fictive,75069,Paris,France,,,793019,363157,True,Secondaire,False,70,,51 Rue Imaginaire,,,75661,3,,,41,,3,2,True,,3 étoiles,,6475,19 Avenue Virtuelle,751057XX2406,4,68623
7510127255050,4/6/2023,3/5/2023,,,False,,2092,162995-xxxx-yyyy-zzzz-6999,Madame,Nom2312,Prénom4927,email1184@test.com,76 Rue Fictive,75887,Paris,France,,,505819,804675,True,Secondaire,True,94,,45 Rue Imaginaire,,,75189,1,,,19,,3,2,True,,5 étoiles,,7335,40 Avenue Virtuelle,751088XX4084,10,43623
7510143489708,14/2/2023,12/9/2023,,,False,,854,655455-xxxx-yyyy-zzzz-1539,Monsieur,Nom1927,Prénom2442,email2970@test.com,18 Rue Fictive,75053,Paris,France,,,539967,446070,True,Principale,False,75,,18 Rue Imaginaire,,,75293,5,,,28,,3,2,False,,3 étoiles,,2422,28 Avenue Virtuelle,751050XX3790,18,22918
7510107723962,5/10/2023,1/10/2023,,,False,,1284,452796-xxxx-yyyy-zzzz-2649,Monsieur,Nom1100,Prénom4258,email1331@test.com,31 Rue Fictive,75736,Paris,France,,,256100,973557,True,Secondaire,False,36,,38 Rue Imaginaire,,,75878,1,,,3,,4,1,False,,Non classé,,7102,6 Avenue Virtuelle,751084XX4894,5,13883
7510134067656,1/5/2023,26/7/2023,,,True,,4871,937353-xxxx-yyyy-zzzz-4085,Monsieur,Nom1097,Prénom1635,email1376@test.com,49 Rue Fictive,75583,Paris,France,,,197340,365436,False,Secondaire,False,75,,3 Rue Imaginaire,,,75723,5,,,15,,2,4,False,,3 étoiles,,6928,18 Avenue Virtuelle,751057XX1280,4,78616
7510127449683,28/8/2023,1/2/2023,,,True,,2670,505071-xxxx-yyyy-zzzz-1243,Madame,Nom1283,Prénom3714,email3898@test.com,3 Rue Fictive,75507,Paris,France,,,259793,547664,True,Location,True,21,,87 Rue Imaginaire,,,75637,1,,,36,,2,3,True,,5 étoiles,,9028,97 Avenue Virtuelle,751078XX1727,15,90543
7510177641707,14/1/2023,6/2/2023,,,False,,330,297346-xxxx-yyyy-zzzz-4334,Madame,Nom4204,Prénom2973,email3233@test.com,12 Rue Fictive,75026,Paris,France,,,834748,926532,True,Principale,False,86,,77 Rue Imaginaire,,,75346,9,,,49,,4,1,False,,Non classé,,3066,68 Avenue Virtuelle,751084XX8063,8,52469
7510116926248,26/11/2023,25/7/2023,,,False,,428,114735-xxxx-yyyy-zzzz-4761,Monsieur,Nom2339,Prénom2377,email3974@test.com,61 Rue Fictive,75582,Paris,France,,,178748,838976,True,Secondaire,True,45,,39 Rue Imaginaire,,,75094,3,,,49,,1,1,False,,3 étoiles,,9718,82 Avenue Virtuelle,751024XX5780,4,51503
7510128277045,16/4/2023,5/10/2023,,,True,,4926,940925-xxxx-yyyy-zzzz-8876,Madame,Nom2636,Prénom3814,email2009@test.com,53 Rue Fictive,75185,Paris,France,,,620845,220399,False,Principale,True,25,,56 Rue Imaginaire,,,75541,6,,,14,,5,4,True,,4 étoiles,,4336,32 Avenue Virtuelle,751013XX7241,4,49022
7510184568304,26/10/2023,6/4/2023,,,True,,552,946929-xxxx-yyyy-zzzz-7928,Madame,Nom2075,Prénom4600,email2840@test.com,40 Rue Fictive,75797,Paris,France,,,875466,413093,True,Secondaire,False,59,,73 Rue Imaginaire,,,75371,9,,,50,,4,2,True,,Non classé,,2463,21 Avenue Virtuelle,751059XX1298,9,60962
7510128170932,4/6/2023,1/6/2023,,,False,,344,468737-xxxx-yyyy-zzzz-9364,Monsieur,Nom4710,Prénom154,email2092@test.com,98 Rue Fictive,75304,Paris,France,,,883119,536020,True,Location,False,17,,68 Rue Imaginaire,,,75175,7,,,28,,1,3,True,,Non classé,,5734,67 Avenue Virtuelle,751028XX5723,15,41999
7510153283798,17/2/2023,9/3/2023,,,True,,3334,935825-xxxx-yyyy-zzzz-4546,Monsieur,Nom252,Prénom606,email1702@test.com,64 Rue Fictive,75935,Paris,France,,,728945,151034,True,Location,False,82,,25 Rue Imaginaire,,,75182,5,,,13,,5,2,False,,4 étoiles,,5801,15 Avenue Virtuelle,751079XX7185,4,20699
7510112929682,1/11/2023,5/10/2023,,,True,,904,915642-xxxx-yyyy-zzzz-6671,Monsieur,Nom2046,Prénom2020,email2640@test.com,24 Rue Fictive,75245,Paris,France,,,909017,770154,False,Secondaire,True,26,,8 Rue Imaginaire,,,75139,0,,,39,,3,2,False,,3 étoiles,,5861,94 Avenue Virtuelle,751055XX4593,8,41979
7510147351177,23/5/2023,26/10/2023,,,True,,456,797154-xxxx-yyyy-zzzz-6261,Madame,Nom1914,Prénom1096,email243@test.com,81 Rue Fictive,75093,Paris,France,,,883360,974987,False,Principale,False,17,,8 Rue Imaginaire,,,75811,1,,,6,,3,3,False,,Non classé,,3353,28 Avenue Virtuelle,751098XX9731,18,54788
7510191576282,8/4/2023,5/8/2023,,,False,,906,960138-xxxx-yyyy-zzzz-1764,Madame,Nom2847,Prénom3762,email3110@test.com,24 Rue Fictive,75310,Paris,France,,,575720,535780,True,Location,False,79,,98 Rue Imaginaire,,,75018,0,,,49,,2,1,False,,4 étoiles,,4556,80 Avenue Virtuelle,751048XX8378,7,59111
7510163808611,15/8/2023,21/9/2023,,,False,,2348,701800-xxxx-yyyy-zzzz-9385,Madame,Nom2996,Prénom919,email577@test.com,97 Rue Fictive,75229,Paris,France,,,567623,445130,False,Secondaire,True,4,,47 Rue Imaginaire,,,75812,2,,,43,,3,4,True,,5 étoiles,,8441,52 Avenue Virtuelle,751079XX7197,1,41178
7510158451407,27/7/2023,17/1/2023,,,True,,1275,569355-xxxx-yyyy-zzzz-3028,Madame,Nom3857,Prénom2268,email2262@test.com,67 Rue Fictive,75083,Paris,France,,,904455,470854,False,Principale,False,38,,87 Rue Imaginaire,,,75829,6,,,23,,2,2,False,,3 étoiles,,1408,41 Avenue Virtuelle,751075XX2741,15,26254
7510180872268,4/2/2023,26/9/2023,,,False,,2964,602912-xxxx-yyyy-zzzz-3610,Monsieur,Nom4242,Prénom4274,email2356@test.com,50 Rue Fictive,75422,Paris,France,,,618342,940565,True,Principale,True,6,,23 Rue Imaginaire,,,75682,8,,,47,,3,2,True,,Non classé,,3083,39 Avenue Virtuelle,751066XX3544,12,73292
7510182293477,7/7/2023,23/1/2023,,,True,,454,705252-xxxx-yyyy-zzzz-3889,Monsieur,Nom3498,Prénom1290,email2671@test.com,29 Rue Fictive,75767,Paris,France,,,872784,267043,True,Principale,True,24,,53 Rue Imaginaire,,,75396,6,,,35,,3,2,True,,5 étoiles,,2821,19 Avenue Virtuelle,751041XX8353,11,31970
7510158986078,27/12/2023,15/10/2023,,,False,,549,960545-xxxx-yyyy-zzzz-4214,Madame,Nom4801,Prénom3711,email3087@test.com,91 Rue Fictive,75121,Paris,France,,,756396,921320,True,Secondaire,True,73,,60 Rue Imaginaire,,,75858,7,,,30,,4,5,True,,Non classé,,5041,53 Avenue Virtuelle,751089XX5439,5,53960
7510106531667,26/7/2023,22/6/2023,,,True,,920,858044-xxxx-yyyy-zzzz-6422,Madame,Nom3892,Prénom503,email3976@test.com,61 Rue Fictive,75262,Paris,France,,,238734,941361,True,Location,True,42,,21 Rue Imaginaire,,,75804,1,,,10,,5,2,False,,Non classé,,3721,16 Avenue Virtuelle,751087XX2591,13,22944
7510105100634,17/7/2023,21/3/2023,,,False,,848,424458-xxxx-yyyy-zzzz-2214,Madame,Nom3588,Prénom4874,email2049@test.com,55 Rue Fictive,75862,Paris,France,,,974991,337572,True,Secondaire,True,98,,99 Rue Imaginaire,,,75982,5,,,6,,4,3,True,,Non classé,,2910,92 Avenue Virtuelle,751064XX1355,16,99498
7510187630981,15/5/2023,3/10/2023,,,False,,4732,654505-xxxx-yyyy-zzzz-8899,Monsieur,Nom4334,Prénom3861,email2156@test.com,62 Rue Fictive,75998,Paris,France,,,516710,185103,False,Principale,True,82,,13 Rue Imaginaire,,,75480,1,,,48,,2,3,False,,3 étoiles,,4540,41 Avenue Virtuelle,751064XX2831,6,55767
7510129543259,8/12/2023,2/10/2023,,,True,,4594,254460-xxxx-yyyy-zzzz-8764,Monsieur,Nom1366,Prénom4061,email4293@test.com,59 Rue Fictive,75577,Paris,France,,,251568,385941,False,Location,False,75,,47 Rue Imaginaire,,,75101,9,,,45,,5,5,False,,5 étoiles,,3880,25 Avenue Virtuelle,751015XX6987,12,27436
7510164102407,5/10/2023,11/9/2023,,,True,,3269,258038-xxxx-yyyy-zzzz-5608,Madame,Nom1165,Prénom2538,email826@test.com,76 Rue Fictive,75441,Paris,France,,,525908,698592,True,Location,True,49,,49 Rue Imaginaire,,,75351,7,,,26,,3,3,False,,5 étoiles,,7409,45 Avenue Virtuelle,751086XX2516,11,43355
7510194546151,25/8/2023,26/11/2023,,,False,,1819,499351-xxxx-yyyy-zzzz-8706,Monsieur,Nom1968,Prénom4562,email3710@test.com,66 Rue Fictive,75907,Paris,France,,,627866,554303,True,Secondaire,True,32,,76 Rue Imaginaire,,,75792,4,,,13,,4,1,True,,3 étoiles,,6271,73 Avenue Virtuelle,751062XX5408,16,90497
7510100225751,6/4/2023,28/6/2023,,,True,,1383,466209-xxxx-yyyy-zzzz-1274,Madame,Nom4958,Prénom438,email842@test.com,41 Rue Fictive,75925,Paris,France,,,881895,372118,False,Principale,True,16,,29 Rue Imaginaire,,,75737,2,,,31,,2,2,False,,3 étoiles,,6551,37 Avenue Virtuelle,751024XX4714,3,53539
7510155874875,27/1/2023,13/7/2023,,,True,,2409,803435-xxxx-yyyy-zzzz-7703,Madame,Nom955,Prénom1330,email838@test.com,90 Rue Fictive,75180,Paris,France,,,147289,668864,True,Principale,False,90,,51 Rue Imaginaire,,,75770,3,,,36,,1,5,False,,4 étoiles,,5826,3 Avenue Virtuelle,751061XX4752,7,63403
7510181185889,3/5/2023,1/4/2023,,,False,,931,566688-xxxx-yyyy-zzzz-3621,Monsieur,Nom2588,Prénom1647,email3577@test.com,22 Rue Fictive,75326,Paris,France,,,810388,731210,False,Secondaire,True,83,,43 Rue Imaginaire,,,75601,3,,,15,,2,3,False,,4 étoiles,,2780,84 Avenue Virtuelle,751051XX5053,13,64645
7510158271119,9/9/2023,27/4/2023,,,True,,510,258103-xxxx-yyyy-zzzz-8618,Monsieur,Nom4151,Prénom1581,email3618@test.com,47 Rue Fictive,75756,Paris,France,,,521930,341178,True,Principale,True,60,,61 Rue Imaginaire,,,75576,10,,,40,,3,3,True,,3 étoiles,,5835,93 Avenue Virtuelle,751065XX5938,13,31839
7510133175936,22/4/2023,17/11/2023,,,True,,1888,580982-xxxx-yyyy-zzzz-8272,Madame,Nom4833,Prénom1517,email2254@test.com,68 Rue Fictive,75216,Paris,France,,,362668,201176,False,Secondaire,True,79,,73 Rue Imaginaire,,,75436,9,,,37,,2,2,False,,5 étoiles,,1704,61 Avenue Virtuelle,751056XX7425,15,34372
7510153506401,13/6/2023,13/5/2023,,,False,,454,518235-xxxx-yyyy-zzzz-4317,Monsieur,Nom278,Prénom4782,email548@test.com,68 Rue Fictive,75786,Paris,France,,,363399,176401,False,Secondaire,True,32,,58 Rue Imaginaire,,,75227,8,,,28,,3,3,True,,3 étoiles,,6969,11 Avenue Virtuelle,751027XX7987,7,41830
7510185209106,8/8/2023,11/2/2023,,,False,,4113,312981-xxxx-yyyy-zzzz-4023,Monsieur,Nom1184,Prénom2619,email4638@test.com,3 Rue Fictive,75612,Paris,France,,,556796,887488,True,Secondaire,True,24,,93 Rue Imaginaire,,,75079,7,,,16,,4,5,False,,4 étoiles,,8162,65 Avenue Virtuelle,751028XX9243,19,55757
7510162076637,26/7/2023,6/5/2023,,,True,,2844,529207-xxxx-yyyy-zzzz-6564,Monsieur,Nom1240,Prénom3581,email1800@test.com,43 Rue Fictive,75882,Paris,France,,,665840,702571,False,Principale,True,97,,22 Rue Imaginaire,,,75733,2,,,2,,1,3,False,,3 étoiles,,4788,37 Avenue Virtuelle,751059XX3663,2,83274
7510135352013,4/10/2023,8/8/2023,,,False,,4261,224382-xxxx-yyyy-zzzz-7497,Monsieur,Nom4431,Prénom3368,email3099@test.com,67 Rue Fictive,75168,Paris,France,,,789443,555457,False,Principale,False,87,,49 Rue Imaginaire,,,75511,5,,,42,,3,2,True,,4 étoiles,,5078,55 Avenue Virtuelle,751078XX6555,16,73789
7510175445575,22/7/2023,18/11/2023,,,False,,4817,890955-xxxx-yyyy-zzzz-1764,Madame,Nom1844,Prénom215,email1438@test.com,9 Rue Fictive,75365,Paris,France,,,937196,522997,True,Principale,True,94,,17 Rue Imaginaire,,,75312,0,,,37,,3,1,False,,Non classé,,6258,58 Avenue Virtuelle,751010XX8565,15,10694
7510162188520,12/12/2023,14/12/2023,,,False,,3453,331381-xxxx-yyyy-zzzz-3185,Monsieur,Nom3178,Prénom1590,email2377@test.com,36 Rue Fictive,75562,Paris,France,,,719277,352874,True,Secondaire,True,80,,26 Rue Imaginaire,,,75497,1,,,11,,1,5,False,,3 étoiles,,7939,63 Avenue Virtuelle,751015XX3162,10,91669
7510128392433,7/10/2023,24/6/2023,,,False,,3598,257365-xxxx-yyyy-zzzz-4415,Monsieur,Nom3998,Prénom2942,email2046@test.com,50 Rue Fictive,75248,Paris,France,,,111125,937145,False,Location,False,52,,80 Rue Imaginaire,,,75043,7,,,16,,3,5,True,,4 étoiles,,2368,69 Avenue Virtuelle,751042XX3271,15,82537
7510160147811,24/11/2023,9/9/2023,,,False,,141,155198-xxxx-yyyy-zzzz-2970,Madame,Nom1394,Prénom1082,email2353@test.com,84 Rue Fictive,75810,Paris,France,,,890551,425434,False,Location,True,73,,92 Rue Imaginaire,,,75871,1,,,38,,2,3,True,,Non classé,,9288,18 Avenue Virtuelle,751027XX9848,4,88847
7510132036958,10/1/2023,27/10/2023,,,False,,689,428824-xxxx-yyyy-zzzz-5261,Monsieur,Nom3948,Prénom4105,email1959@test.com,88 Rue Fictive,75906,Paris,France,,,974278,441456,True,Principale,False,94,,3 Rue Imaginaire,,,75916,1,,,34,,2,3,False,,3 étoiles,,4416,8 Avenue Virtuelle,751023XX4908,19,81555
7510162243676,26/7/2023,21/6/2023,,,False,,1524,219162-xxxx-yyyy-zzzz-9488,Madame,Nom2177,Prénom649,email4435@test.com,38 Rue Fictive,75581,Paris,France,,,252403,324765,True,Location,True,81,,94 Rue Imaginaire,,,75282,5,,,33,,3,5,False,,Non classé,,2962,91 Avenue Virtuelle,751092XX8396,9,64942
7510157491199,28/5/2023,22/1/2023,,,False,,242,336284-xxxx-yyyy-zzzz-8930,Madame,Nom1304,Prénom4425,email2557@test.com,83 Rue Fictive,75066,Paris,France,,,368844,871447,False,Location,False,94,,33 Rue Imaginaire,,,75084,5,,,1,,2,3,False,,Non classé,,8316,13 Avenue Virtuelle,751083XX9470,8,73003
7510134774217,19/2/2023,9/10/2023,,,False,,1814,951510-xxxx-yyyy-zzzz-7457,Madame,Nom3219,Prénom3645,email4750@test.com,85 Rue Fictive,75666,Paris,France,,,298623,858304,True,Location,False,61,,25 Rue Imaginaire,,,75209,9,,,8,,3,4,True,,4 étoiles,,3871,59 Avenue Virtuelle,751057XX8160,19,49829
7510179344539,12/6/2023,16/4/2023,,,True,,4490,163282-xxxx-yyyy-zzzz-5372,Monsieur,Nom3501,Prénom658,email4304@test.com,46 Rue Fictive,75254,Paris,France,,,640014,699847,True,Principale,True,68,,96 Rue Imaginaire,,,75537,6,,,22,,5,5,True,,4 étoiles,,7613,35 Avenue Virtuelle,751052XX3025,15,36974
7510186927214,23/9/2023,25/1/2023,,,False,,3987,731998-xxxx-yyyy-zzzz-4221,Madame,Nom354,Prénom3634,email3672@test.com,44 Rue Fictive,75131,Paris,France,,,416849,539769,False,Location,True,78,,96 Rue Imaginaire,,,75708,4,,,8,,3,3,False,,5 étoiles,,6966,97 Avenue Virtuelle,751021XX5228,8,32549
7510132120549,4/12/2023,23/4/2023,,,False,,1810,230978-xxxx-yyyy-zzzz-4639,Madame,Nom4101,Prénom1156,email1129@test.com,97 Rue Fictive,75820,Paris,France,,,767693,188970,True,Location,False,46,,38 Rue Imaginaire,,,75975,1,,,35,,2,5,True,,5 étoiles,,6125,43 Avenue Virtuelle,751034XX6506,12,74307
7510169425746,18/3/2023,25/11/2023,,,True,,3602,150255-xxxx-yyyy-zzzz-8625,Madame,Nom4111,Prénom234,email995@test.com,90 Rue Fictive,75436,Paris,France,,,536080,887698,False,Location,True,82,,2 Rue Imaginaire,,,75279,3,,,31,,2,5,True,,Non classé,,5186,18 Avenue Virtuelle,751098XX5900,15,44231
7510187738187,4/8/2023,9/5/2023,,,True,,58,900020-xxxx-yyyy-zzzz-8861,Monsieur,Nom670,Prénom1603,email4963@test.com,81 Rue Fictive,75880,Paris,France,,,655919,320586,True,Secondaire,False,7,,39 Rue Imaginaire,,,75596,9,,,22,,4,3,True,,5 étoiles,,8341,77 Avenue Virtuelle,751080XX7161,14,46487
7510113935742,22/2/2023,14/7/2023,,,True,,85,324319-xxxx-yyyy-zzzz-6123,Monsieur,Nom2291,Prénom1121,email1415@test.com,24 Rue Fictive,75681,Paris,France,,,378032,814301,True,Secondaire,True,41,,26 Rue Imaginaire,,,75383,4,,,21,,4,3,False,,Non classé,,5698,33 Avenue Virtuelle,751025XX9201,8,47981
7510132430149,18/12/2023,21/12/2023,,,False,,4121,147892-xxxx-yyyy-zzzz-3713,Madame,Nom3247,Prénom1832,email3423@test.com,33 Rue Fictive,75398,Paris,France,,,885932,162455,False,Location,True,74,,63 Rue Imaginaire,,,75515,3,,,48,,5,4,False,,3 étoiles,,4948,4 Avenue Virtuelle,751012XX5312,9,43877
7510137724268,9/2/2023,28/10/2023,,,False,,2727,234197-xxxx-yyyy-zzzz-6994,Monsieur,Nom2385,Prénom4253,email3707@test.com,48 Rue Fictive,75655,Paris,France,,,220987,515886,False,Principale,False,40,,4 Rue Imaginaire,,,75186,3,,,15,,4,5,True,,Non classé,,9967,75 Avenue Virtuelle,751085XX4634,15,94385
7510180888473,3/11/2023,16/6/2023,,,True,,2081,344688-xxxx-yyyy-zzzz-3291,Monsieur,Nom4151,Prénom1881,email4827@test.com,78 Rue Fictive,75063,Paris,France,,,769942,152769,True,Secondaire,False,97,,33 Rue Imaginaire,,,75955,4,,,26,,5,1,True,,3 étoiles,,7619,66 Avenue Virtuelle,751027XX9755,9,95523
7510169365946,15/9/2023,3/4/2023,,,False,,3986,337538-xxxx-yyyy-zzzz-4377,Monsieur,Nom2571,Prénom101,email338@test.com,71 Rue Fictive,75786,Paris,France,,,776239,779851,True,Secondaire,True,56,,48 Rue Imaginaire,,,75314,2,,,6,,2,2,False,,3 étoiles,,4853,48 Avenue Virtuelle,751019XX2558,8,55631
7510173107226,6/9/2023,24/5/2023,,,True,,1326,995482-xxxx-yyyy-zzzz-4772,Monsieur,Nom2766,Prénom65,email1274@test.com,64 Rue Fictive,75533,Paris,France,,,127695,775483,True,Location,True,65,,68 Rue Imaginaire,,,75776,6,,,29,,1,3,True,,4 étoiles,,5517,27 Avenue Virtuelle,751096XX3821,6,30155
7510191889880,13/11/2023,7/4/2023,,,False,,4847,583059-xxxx-yyyy-zzzz-7695,Madame,Nom285,Prénom2220,email76@test.com,23 Rue Fictive,75612,Paris,France,,,972940,687381,True,Principale,True,33,,95 Rue Imaginaire,,,75790,1,,,5,,4,3,True,,5 étoiles,,5871,65 Avenue Virtuelle,751031XX2488,14,72555
7510164437207,26/3/2023,11/9/2023,,,False,,3758,375851-xxxx-yyyy-zzzz-3740,Monsieur,Nom2869,Prénom4284,email2345@test.com,45 Rue Fictive,75810,Paris,France,,,292313,776033,True,Principale,False,22,,30 Rue Imaginaire,,,75638,6,,,50,,2,5,True,,Non classé,,9743,23 Avenue Virtuelle,751019XX1669,18,22124
7510125502401,28/6/2023,6/7/2023,,,True,,3859,213076-xxxx-yyyy-zzzz-6749,Monsieur,Nom3013,Prénom4689,email4083@test.com,41 Rue Fictive,75953,Paris,France,,,724448,150832,False,Location,True,88,,69 Rue Imaginaire,,,75079,1,,,34,,2,4,False,,3 étoiles,,5548,30 Avenue Virtuelle,751020XX8368,15,70275
7510195139675,21/8/2023,10/2/2023,,,False,,4912,912045-xxxx-yyyy-zzzz-4617,Madame,Nom2458,Prénom1856,email1885@test.com,32 Rue Fictive,75542,Paris,France,,,156512,227443,False,Location,False,49,,91 Rue Imaginaire,,,75002,10,,,23,,1,2,True,,3 étoiles,,2615,26 Avenue Virtuelle,751097XX5383,4,40036
7510129995093,5/10/2023,14/9/2023,,,False,,4116,380237-xxxx-yyyy-zzzz-4044,Monsieur,Nom1125,Prénom4931,email1326@test.com,36 Rue Fictive,75984,Paris,France,,,791234,355567,False,Secondaire,False,4,,81 Rue Imaginaire,,,75464,7,,,39,,3,5,False,,Non classé,,7094,83 Avenue Virtuelle,751054XX4031,8,26831
7510194069713,7/6/2023,24/6/2023,,,False,,2593,422645-xxxx-yyyy-zzzz-6278,Madame,Nom2030,Prénom2339,email3927@test.com,100 Rue Fictive,75328,Paris,France,,,953933,322835,False,Secondaire,False,13,,1 Rue Imaginaire,,,75791,7,,,15,,5,3,False,,4 étoiles,,5034,75 Avenue Virtuelle,751095XX7925,7,27785
7510143877883,11/4/2023,27/8/2023,,,False,,1755,497368-xxxx-yyyy-zzzz-1774,Monsieur,Nom3197,Prénom3042,email3187@test.com,75 Rue Fictive,75559,Paris,France,,,767783,443149,True,Principale,False,18,,28 Rue Imaginaire,,,75701,4,,,6,,4,1,False,,4 étoiles,,2848,9 Avenue Virtuelle,751092XX1073,10,24158
7510194369400,20/12/2023,4/4/2023,,,True,,2012,139504-xxxx-yyyy-zzzz-3852,Monsieur,Nom1853,Prénom4734,email1607@test.com,91 Rue Fictive,75140,Paris,France,,,212313,811329,True,Location,False,65,,82 Rue Imaginaire,,,75021,3,,,34,,5,1,True,,Non classé,,1475,72 Avenue Virtuelle,751093XX9147,8,41496
7510168680471,12/12/2023,26/7/2023,,,False,,4770,862285-xxxx-yyyy-zzzz-3231,Madame,Nom1480,Prénom224,email2089@test.com,37 Rue Fictive,75557,Paris,France,,,885616,518038,True,Location,False,30,,66 Rue Imaginaire,,,75424,0,,,5,,4,2,False,,5 étoiles,,3191,50 Avenue Virtuelle,751086XX8595,11,93092
7510109442812,24/11/2023,23/8/2023,,,False,,4241,324120-xxxx-yyyy-zzzz-4481,Madame,Nom1884,Prénom942,email2961@test.com,67 Rue Fictive,75908,Paris,France,,,109453,757222,True,Secondaire,True,13,,20 Rue Imaginaire,,,75019,9,,,5,,5,4,True,,Non classé,,5962,25 Avenue Virtuelle,751094XX6573,5,97498
7510186816275,27/8/2023,26/3/2023,,,False,,4846,173761-xxxx-yyyy-zzzz-4252,Madame,Nom587,Prénom2675,email84@test.com,17 Rue Fictive,75099,Paris,France,,,895567,706391,True,Secondaire,True,92,,24 Rue Imaginaire,,,75364,2,,,42,,4,4,False,,Non classé,,4484,7 Avenue Virtuelle,751010XX7657,4,91133
7510168805606,26/10/2023,17/4/2023,,,True,,4324,816500-xxxx-yyyy-zzzz-9606,Monsieur,Nom1712,Prénom3488,email3368@test.com,88 Rue Fictive,75644,Paris,France,,,574085,619305,False,Location,True,61,,76 Rue Imaginaire,,,75374,9,,,33,,4,3,False,,5 étoiles,,9021,38 Avenue Virtuelle,751034XX8654,20,41390
7510167768447,19/6/2023,20/9/2023,,,False,,2566,765316-xxxx-yyyy-zzzz-1801,Monsieur,Nom111,Prénom1493,email2279@test.com,79 Rue Fictive,75645,Paris,France,,,162297,447202,False,Principale,False,81,,69 Rue Imaginaire,,,75248,4,,,28,,1,2,True,,5 étoiles,,5392,74 Avenue Virtuelle,751076XX2695,10,55416
