Commune,Numéro de voie,Complément et répétition du numéro de voie,Type et nom de la voie,Code postal,Identifiant de l'adresse sur la base adresse nationale (BAN) (facultatif),Bâtiment,Escalier,Etage,Numéro de porte ou d'appartement,Identifiant de lot,Numéro de déclaration du meublé,Nombre total de nuitées de location du 1er janvier 2023 au 31 décembre 2023,Nombre total de nuitées de location du 1er janvier 2024 au 31 décembre 2024,Nom du loueur,Si le local constitue la résidence principale du loueur,Si le local constitue la résidence secondaire du loueur
Paris,290,,rue de Vaugirard,75015,,,,,,,7510199307416,240,125,Océane Dubois,non,oui
Paris,760,,rue de Javel,75015,,,,,,,7510199708752,152,92,Leo Mercier,oui,non
Paris,370,,rue de Lourmel,75015,,,,,,,7640810336240,48,22,Lina Royer,non,oui
Paris,420,,rue de Vaugirard,75015,,,,,,,FL8VWJNHZWD8C,98,58,Hugo Da Silva,oui,non
Paris,18,,rue de Belleville,75020,,,,,,,7510118371720,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,520,,rue de Vaugirard,75015,,,,,,,7510177410434,122,75,Maxence Rolland,oui,non
Paris,45,,rue de Belleville,75020,,,,,,,75230483350050,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,800,,rue de Vaugirard,75015,,,,,,,7510180535962,178,105,Maxence Gaillard,oui,non
Paris,320,,rue de la Convention,75015,,,,,,,7510139533726,95,52,Ethan Brun,oui,non
Paris,15,,avenue Montaigne,75008,,,,,,,75945130657305,150,90,Alice Roux,non,oui
Paris,80,,avenue des Ternes,75017,,,,,,,7510136481192,250,130,Hugo Lambert,oui,non
Paris,770,,rue de Lourmel,75015,,,,,,,7510172958936,52,27,Lina Dupin,non,oui
Paris,490,,rue de Lourmel,75015,,,,,,,7510109801565,142,86,Lina Lamy,non,oui
Paris,960,,rue de Vaugirard,75015,,,,,,,7510140953664,55,30,Maxence Germain,oui,non
Paris,40,,avenue de l'Opéra,75009,,,,,,,7510149322641,100,60,Lucas Fournier,non,oui
Paris,23,,rue de la Paix,75002,,,,,,,75875610342694,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,570,,rue de Lourmel,75015,,,,,,,75686369190670,55,29,Lina Guerin,non,oui
Paris,15,,avenue Montaigne,75008,,,,,,,7510151939590,150,90,Alice Roux,non,oui
Paris,29,,rue de la Paix,75002,,,,,,,7510111503133,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,820,,boulevard de Grenelle,75015,,,,,,,7510150824261,115,65,Tom Leclerc,oui,non
Paris,22,,rue de Rivoli,75001,,,,,,,7510180712300,230,120,Lucas Fournier,non,oui # ID en Doublon
Paris,19,,rue de Rivoli,75001,,,,,,,75928948694139,250,130,Julie Moreau,non,oui # ID en Doublon
Paris,620,,rue de Vaugirard,75015,,,,,,,7510193984896,108,63,Hugo Thomas,oui,non
Paris,530,,rue Lecourbe,75015,,,,,,,75819619451438,188,108,Sofia Legrand,non,oui
Paris,42,,rue de Belleville,75020,,,,,,,7510198711497,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,44,,rue de Montmartre,75002,,,,,,,75321759652331,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,690,,rue de Lourmel,75015,,,,,,,7510132865017,62,34,Lina Barbier,non,oui
Paris,100,,rue de Richelieu,75002,,,,,,,7510178515369,45,15,Nathan Fabre,oui,non
Paris,120,,rue du Faubourg Saint-Honoré,75008,,,,,,,7510116675150,90,50,Louis Clement,non,oui
Paris,45,,rue de Belleville,75020,,,,,,,7510161611972,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,890,,rue Lecourbe,75015,,,,,,,75555834448838,95,55,Sofia David,non,oui
Paris,32,,rue de Montmartre,75002,,,,,,,8OJ9OW3RIHZ64,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,580,,rue de Vaugirard,75015,,,,,,,7510139227236,235,120,Mathis Robin,non,oui
Paris,25,,rue de Rivoli,75001,,,,,,,7510194174650,210,110,Sophie Chevalier,non,oui # ID en Doublon
Paris,860,,rue de Vaugirard,75015,,,,,,,7510126996513,238,122,Mathis Guillou,non,oui
Paris,13,,rue de Rivoli,75001,,,,,,,7510179450135,290,160,Alice Roux,non,oui # ID en Doublon
Paris,30,,rue de Belleville,75020,,,,,,,7510174069272,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,390,,rue de la Croix Nivert,75015,,,,,,,75405391948915,155,92,Eva Garnier,non,oui
Paris,220,,boulevard Voltaire,75011,,,,,,,7510189379299,185,105,Valentin Robert,oui,non
Paris,300,,rue du Commerce,75015,,,,,,,7510144530680,115,68,Enzo Leroy,oui,non
Paris,24,,rue de Belleville,75020,,,,,,,7510121840961,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,600,,rue de Vaugirard,75015,,,,,,,7510100526201,172,105,Maxence Benard,oui,non
Paris,120,,rue du Faubourg Saint-Honoré,75008,,,,,,,7510109455305,90,50,Louis Clement,non,oui
Paris,970,,rue Lecourbe,75015,,,,,,,7510183053484,222,112,Sarah Robin,non,oui
Paris,730,,rue Lecourbe,75015,,,,,,,7510199307416,92,52,Sofia Gillet,non,oui
Paris,740,,boulevard de Grenelle,75015,,,,,,,7510125888126,105,60,Tom Berger,oui,non
Paris,250,,rue Oberkampf,75011,,,,,,,7510100000055,135,85,Léa Fournier,oui,non
Paris,790,,rue de la Croix Nivert,75015,,,,,,,7510103766123,125,74,Eva Vincent,non,oui
Paris,640,,rue de Vaugirard,75015,,,,,,,75455209499754,250,130,Lucas Bernard,non,oui
Paris,5,,rue de la Paix,75002,,,,,,,7510123907465,280,150,Paul Bertrand,non,oui
Paris,730,,rue Lecourbe,75015,,,,,,,7510143656460,92,52,Sofia Gillet,non,oui
Paris,420,,rue de Vaugirard,75015,,,,,,,7667000452372,98,58,Hugo Da Silva,oui,non
Paris,360,,rue de Javel,75015,,,,,,,7510106172716,145,88,Leo Dupont,oui,non
Paris,660,,boulevard de Grenelle,75015,,,,,,,7510192066869,58,32,Tom Moreau,oui,non
Paris,27,,rue de Belleville,75020,,,,,,,7510113524705,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,850,,rue de Lourmel,75015,,,,,,,7510130114547,58,30,Lina Perrier,non,oui
Paris,50,,rue de Montmartre,75002,,,,,,,82TQEU5GIP3AL,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,250,,rue Oberkampf,75011,,,,,,,7510169267131,135,85,Léa Fournier,oui,non
Paris,670,,rue de Vaugirard,75015,,,,,,,75278048906186,288,158,Chloé Jean,non,oui
Paris,50,,rue Montmartre,75002,,,,,,,7510133140194,120,70,Sophie Chevalier,oui,non
Paris,820,,boulevard de Grenelle,75015,,,,,,,EGW9N298SIUS6,115,65,Tom Leclerc,oui,non
Paris,890,,rue Lecourbe,75015,,,,,,,7510140774918,95,55,Sofia David,non,oui
Paris,49,,rue de Rivoli,75001,,,,,,,7510112590894,50,30,Léa Renard,non,oui # ID en Doublon
Paris,150,,boulevard Saint-Germain,75006,,,,,,,7510188055274,270,140,Emma Picard,non,oui
Paris,560,,rue de Javel,75015,,,,,,,7510111509716,165,98,Leo Arnaud,oui,non
Paris,720,,rue de Vaugirard,75015,,,,,,,7510194715760,182,108,Maxence Legall,oui,non
Paris,880,,rue de Vaugirard,75015,,,,,,,7510153728252,175,102,Maxence Le Roux,oui,non
Paris,380,,rue de Vaugirard,75015,,,,,,,7510183877948,285,155,Mathis Richard,non,oui
Paris,17,,rue de la Paix,75002,,,,,,,7510164503300,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,290,,rue de Vaugirard,75015,,,,,,,7615365608360,240,125,Océane Dubois,non,oui
Paris,20,,rue du Louvre,75001,,,,,,,7510143498808,50,20,Thomas Leclerc,oui,non
Paris,370,,rue de Lourmel,75015,,,,,,,7510106269788,48,22,Lina Royer,non,oui
Paris,680,,rue de Javel,75015,,,,,,,7510177239915,158,95,Mathis Leroy,oui,non
Paris,26,,rue de Montmartre,75002,,,,,,,7510123914025,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,300,,rue du Commerce,75015,,,,,,,75925782360357,115,68,Enzo Leroy,oui,non
Paris,45,,rue de Belleville,75020,,,,,,,7510169703157,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,30,,rue de Belleville,75020,,,,,,,7510158757199,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,20,,rue de Montmartre,75002,,,,,,,7510145842566,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,350,,rue de Vaugirard,75015,,,,,,,7510186947825,265,145,Clémence Lacroix,non,oui
Paris,570,,rue de Lourmel,75015,,,,,,,75569666006900,55,29,Lina Guerin,non,oui
Paris,48,,rue de Belleville,75020,,,,,,,7510104910891,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,21,,rue de Belleville,75020,,,,,,,7510136302548,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,770,,rue de Lourmel,75015,,,,,,,75705385179829,52,27,Lina Dupin,non,oui
Paris,41,,rue de la Paix,75002,,,,,,,7510153237020,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,740,,boulevard de Grenelle,75015,,,,,,,7510186700191,105,60,Tom Berger,oui,non
Paris,990,,rue de Vaugirard,75015,,,,,,,7510136210409,162,95,Clémence Aubry,non,oui
Paris,37,,rue de Rivoli,75001,,,,,,,7510169057425,130,70,Chloé Gillet,non,oui # ID en Doublon
Paris,960,,rue de Vaugirard,75015,,,,,,,7510186932081,55,30,Maxence Germain,oui,non
Paris,36,,rue de Belleville,75020,,,,,,,2T68PRQK9XJJE,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,230,,rue de Tolbiac,75013,,,,,,,7510132965994,85,45,Louise Durand,non,oui
Paris,510,,rue de la Croix Nivert,75015,,,,,,,75724357880587,245,128,Eva Remy,non,oui
Paris,880,,rue de Vaugirard,75015,,,,,,,7510171404945,175,102,Maxence Le Roux,oui,non
Paris,450,,rue Lecourbe,75015,,,,,,,7510147768380,255,132,Anna Berge,non,oui
Paris,520,,rue de Vaugirard,75015,,,,,,,7510188717004,122,75,Maxence Rolland,oui,non
Paris,34,,rue de Rivoli,75001,,,,,,,7510113784161,150,80,Hugo Lambert,non,oui # ID en Doublon
Paris,36,,rue de Belleville,75020,,,,,,,7510132189927,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,800,,rue de Vaugirard,75015,,,,,,,7510128256346,178,105,Maxence Gaillard,oui,non
Paris,750,,rue de Vaugirard,75015,,,,,,,7510123272723,272,148,Clémence Lemaire,non,oui
Paris,510,,rue de la Croix Nivert,75015,,,,,,,7510189979521,245,128,Eva Remy,non,oui
Paris,19,,rue de Rivoli,75001,,,,,,,7510162696687,250,130,Julie Moreau,non,oui # ID en Doublon
Paris,410,,rue de la Convention,75015,,,,,,,7510157371017,180,102,Sarah Fernandes,non,oui
Paris,810,,rue Lecourbe,75015,,,,,,,75831068265092,88,50,Sarah Guillaume,non,oui
Paris,300,,rue du Commerce,75015,,,,,,,VLADHXOCAM7WW,115,68,Enzo Leroy,oui,non
Paris,660,,boulevard de Grenelle,75015,,,,,,,7510182789228,58,32,Tom Moreau,oui,non
Paris,32,,rue de Montmartre,75002,,,,,,,75494050410400,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,600,,rue de Vaugirard,75015,,,,,,,7510100346455,172,105,Maxence Benard,oui,non
Paris,910,,rue de Vaugirard,75015,,,,,,,75387609279292,268,145,Clémence Fontaine,non,oui
Paris,930,,rue de Lourmel,75015,,,,,,,7510154811151,42,25,Lina Leroy,non,oui
Paris,590,,rue de la Croix Nivert,75015,,,,,,,7676488053516,128,78,Eva Meyer,non,oui
Paris,20,,rue de Montmartre,75002,,,,,,,7510127566138,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,41,,rue de la Paix,75002,,,,,,,7510172427921,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,500,,rue de Vaugirard,75015,,,,,,,7510124139036,68,36,Enzo Aubert,non,oui
Paris,140,,rue de Rivoli,75001,,,,,,,7510186340889,70,30,Arthur Lemaire,non,oui
Paris,100,,rue de Richelieu,75002,,,,,,,7510124191815,45,15,Nathan Fabre,oui,non
Paris,40,,rue de Rivoli,75001,,,,,,,7510139667641,110,60,Nathan Fabre,non,oui # ID en Doublon
Paris,5,,rue de la Paix,75002,,,,,,,P6H04JY5B12HP,280,150,Paul Bertrand,non,oui
Paris,38,,rue de Montmartre,75002,,,,,,,7510125988885,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,43,,rue de Rivoli,75001,,,,,,,7510114137336,90,50,Camille Blanc,non,oui # ID en Doublon
Paris,370,,rue de Lourmel,75015,,,,,,,7510123187532,48,22,Lina Royer,non,oui
Paris,750,,rue de Vaugirard,75015,,,,,,,7510144383189,272,148,Clémence Lemaire,non,oui
Paris,60,,boulevard Haussmann,75009,,,,,,,7510174492753,300,180,Antoine Garcia,non,oui
Paris,890,,rue Lecourbe,75015,,,,,,,7TBCA46S6QNF3,95,55,Sofia David,non,oui
Paris,43,,rue de Rivoli,75001,,,,,,,7510137763650,90,50,Camille Blanc,non,oui # ID en Doublon
Paris,750,,rue de Vaugirard,75015,,,,,,,75426693754537,272,148,Clémence Lemaire,non,oui
Paris,710,,rue de la Croix Nivert,75015,,,,,,,7510105137643,118,70,Eva Roussel,non,oui
Paris,310,,avenue de Versailles,75016,,,,,,,7510188052426,195,115,Jade Joly,non,oui
Paris,36,,rue de Belleville,75020,,,,,,,7510178312419,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,710,,rue de la Croix Nivert,75015,,,,,,,7510162030630,118,70,Eva Roussel,non,oui
Paris,46,,rue de Rivoli,75001,,,,,,,7510139319996,70,40,Louis Clement,non,oui # ID en Doublon
Paris,330,,rue Lecourbe,75015,,,,,,,7510176016276,118,71,Agathe Gauthier,non,oui
Paris,440,,rue de Vaugirard,75015,,,,,,,7510149963485,78,42,Lucas Dupuy,non,oui
Paris,300,,rue du Commerce,75015,,,,,,,J6SZX0O600KXS,115,68,Enzo Leroy,oui,non
Paris,120,,rue du Faubourg Saint-Honoré,75008,,,,,,,7510193354342,90,50,Louis Clement,non,oui
Paris,690,,rue de Lourmel,75015,,,,,,,7510102064738,62,34,Lina Barbier,non,oui
Paris,13,,rue de Rivoli,75001,,,,,,,6DIQXV1WOW2HJ,290,160,Alice Roux,non,oui # ID en Doublon
Paris,670,,rue de Vaugirard,75015,,,,,,,7510119294516,288,158,Chloé Jean,non,oui
Paris,420,,rue de Vaugirard,75015,,,,,,,7510100000066,98,58,Hugo Da Silva,oui,non
Paris,840,,rue de Javel,75015,,,,,,,7680470879149,168,100,Leo Philippe,oui,non
Paris,30,,rue de Rivoli,75004,,,,,,,7510120628760,200,120,Julie Moreau,non,oui
Paris,770,,rue de Lourmel,75015,,,,,,,7510198113059,52,27,Lina Dupin,non,oui
Paris,880,,rue de Vaugirard,75015,,,,,,,BO8AYAJJZYNCP,175,102,Maxence Le Roux,oui,non
Paris,15,,avenue Montaigne,75008,,,,,,,75212294367847,150,90,Alice Roux,non,oui
Paris,330,,rue Lecourbe,75015,,,,,,,7510137883215,118,71,Agathe Gauthier,non,oui
Paris,380,,rue de Vaugirard,75015,,,,,,,7510106405451,285,155,Mathis Richard,non,oui
Paris,36,,rue de Belleville,75020,,,,,,,75401094135049,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,590,,rue de la Croix Nivert,75015,,,,,,,7510154654546,128,78,Eva Meyer,non,oui
Paris,640,,rue de Vaugirard,75015,,,,,,,7510153576018,250,130,Lucas Bernard,non,oui
Paris,360,,rue de Javel,75015,,,,,,,7510150422741,145,88,Leo Dupont,oui,non
Paris,970,,rue Lecourbe,75015,,,,,,,7510129258573,222,112,Sarah Robin,non,oui
Paris,40,,avenue de l'Opéra,75009,,,,,,,RPE6IF1LXERKK,100,60,Lucas Fournier,non,oui
Paris,690,,rue de Lourmel,75015,,,,,,,7686455936373,62,34,Lina Barbier,non,oui
Paris,960,,rue de Vaugirard,75015,,,,,,,75800623532299,55,30,Maxence Germain,oui,non
Paris,10,,rue de la Paix,75002,,,,,,,7510100000013,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,840,,rue de Javel,75015,,,,,,,7510154586662,168,100,Leo Philippe,oui,non
Paris,5,,rue de la Paix,75002,,,,,,,7510151218719,280,150,Paul Bertrand,non,oui
Paris,500,,rue de Vaugirard,75015,,,,,,,7510111099178,68,36,Enzo Aubert,non,oui
Paris,480,,rue de Javel,75015,,,,,,,75642801741141,275,152,Mathis Olivier,non,oui
Paris,18,,rue de Belleville,75020,,,,,,,7510176440344,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,160,,avenue Victor Hugo,75016,,,,,,,7510155755726,130,75,Adam Rousseau,oui,non
Paris,410,,rue de la Convention,75015,,,,,,,7510130992013,180,102,Sarah Fernandes,non,oui
Paris,12,,rue de Belleville,75020,,,,,,,7510125154557,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,350,,rue de Vaugirard,75015,,,,,,,7510110420248,265,145,Clémence Lacroix,non,oui
Paris,560,,rue de Javel,75015,,,,,,,7510112735684,165,98,Leo Arnaud,oui,non
Paris,520,,rue de Vaugirard,75015,,,,,,,7510103251421,122,75,Maxence Rolland,oui,non
Paris,730,,rue Lecourbe,75015,,,,,,,7510165308254,92,52,Sofia Gillet,non,oui
Paris,820,,boulevard de Grenelle,75015,,,,,,,7510193166670,115,65,Tom Leclerc,oui,non
Paris,27,,rue de Belleville,75020,,,,,,,7510111538503,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,470,,rue de Vaugirard,75015,,,,,,,7510121158220,58,31,Chloé Lecomte,non,oui
Paris,350,,rue de Vaugirard,75015,,,,,,,7510130991203,265,145,Clémence Lacroix,non,oui
Paris,680,,rue de Javel,75015,,,,,,,7510113021470,158,95,Mathis Leroy,oui,non
Paris,230,,rue de Tolbiac,75013,,,,,,,7510174304317,85,45,Louise Durand,non,oui
Paris,11,,rue de Rivoli,75001,,,,,,,7510118736183,300,180,Paul Bertrand,non,oui # ID en Doublon
Paris,870,,rue de la Croix Nivert,75015,,,,,,,7510115348587,120,72,Eva Lambert,non,oui
Paris,50,,rue Montmartre,75002,,,,,,,7510174720034,120,70,Sophie Chevalier,oui,non
Paris,110,,avenue des Champs-Élysées,75008,,,,,,,7510138347219,190,110,Camille Blanc,non,oui
Paris,800,,rue de Vaugirard,75015,,,,,,,7510125672401,178,105,Maxence Gaillard,oui,non
Paris,45,,rue de Belleville,75020,,,,,,,7510168895563,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,50,,rue Montmartre,75002,,,,,,,7510178567041,120,70,Sophie Chevalier,oui,non
Paris,270,,rue de Belleville,75019,,,,,,,75241042004286,175,100,Manon Lefevre,non,oui
Paris,360,,rue de Javel,75015,,,,,,,7510175146808,145,88,Leo Dupont,oui,non
Paris,23,,rue de la Paix,75002,,,,,,,7510172624893,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,590,,rue de la Croix Nivert,75015,,,,,,,7510182424039,128,78,Eva Meyer,non,oui
Paris,100,,rue de Richelieu,75002,,,,,,,7510137546244,45,15,Nathan Fabre,oui,non
Paris,330,,rue Lecourbe,75015,,,,,,,7510100255442,118,71,Agathe Gauthier,non,oui
Paris,660,,boulevard de Grenelle,75015,,,,,,,7510105705918,58,32,Tom Moreau,oui,non
Paris,960,,rue de Vaugirard,75015,,,,,,,75761219357571,55,30,Maxence Germain,oui,non
Paris,33,,rue de Belleville,75020,,,,,,,7510167214684,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,840,,rue de Javel,75015,,,,,,,7510164461079,168,100,Leo Philippe,oui,non
Paris,740,,boulevard de Grenelle,75015,,,,,,,7510156568181,105,60,Tom Berger,oui,non
Paris,20,,rue de Montmartre,75002,,,,,,,7510111143603,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,460,,boulevard de Grenelle,75015,,,,,,,7510132074750,138,82,Tom Guillot,oui,non
Paris,140,,rue de Rivoli,75001,,,,,,,7510152519439,70,30,Arthur Lemaire,non,oui
Paris,100,,rue de Richelieu,75002,,,,,,,BIY4ONPG6BLHD,45,15,Nathan Fabre,oui,non
Paris,280,,avenue Jean Jaurès,75019,,,,,,,7510161168399,75,38,Théo Caron,oui,non
Paris,420,,rue de Vaugirard,75015,,,,,,,7661782734948,98,58,Hugo Da Silva,oui,non
Paris,580,,rue de Vaugirard,75015,,,,,,,7510137652047,235,120,Mathis Robin,non,oui
Paris,40,,rue de Rivoli,75001,,,,,,,75527816635110,110,60,Nathan Fabre,non,oui # ID en Doublon
Paris,23,,rue de la Paix,75002,,,,,,,38OCHF25VR5VX,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,150,,boulevard Saint-Germain,75006,,,,,,,7606713369121,270,140,Emma Picard,non,oui
Paris,960,,rue de Vaugirard,75015,,,,,,,75560585175777,55,30,Maxence Germain,oui,non
Paris,610,,rue de la Convention,75015,,,,,,,7510104169559,92,55,Sarah Rodrigues,non,oui
Paris,650,,rue Lecourbe,75015,,,,,,,7510173584571,132,80,Anna Lucas,non,oui
Paris,730,,rue Lecourbe,75015,,,,,,,7510127502769,92,52,Sofia Gillet,non,oui
Paris,27,,rue de Belleville,75020,,,,,,,7510107316304,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,360,,rue de Javel,75015,,,,,,,75922221832564,145,88,Leo Dupont,oui,non
Paris,190,,avenue de Wagram,75017,,,,,,,75848499331107,160,95,Inès Thomas,non,oui
Paris,930,,rue de Lourmel,75015,,,,,,,7510152406345,42,25,Lina Leroy,non,oui
Paris,880,,rue de Vaugirard,75015,,,,,,,7510127709838,175,102,Maxence Le Roux,oui,non
Paris,950,,rue de la Croix Nivert,75015,,,,,,,7510125647850,155,90,Eva Dufour,non,oui
Paris,570,,rue de Lourmel,75015,,,,,,,7510100000012,55,29,Lina Guerin,non,oui
Paris,890,,rue Lecourbe,75015,,,,,,,7510133245900,95,55,Sofia David,non,oui
Paris,35,,rue de la Paix,75002,,,,,,,7510198165029,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,360,,rue de Javel,75015,,,,,,,7510120997286,145,88,Leo Dupont,oui,non
Paris,830,,rue de Vaugirard,75015,,,,,,,LHYXSQ1ASM0JP,298,170,Clémence Carpentier,non,oui
Paris,570,,rue de Lourmel,75015,,,,,,,7510171658006,55,29,Lina Guerin,non,oui
Paris,880,,rue de Vaugirard,75015,,,,,,,7510154457132,175,102,Maxence Le Roux,oui,non
Paris,290,,rue de Vaugirard,75015,,,,,,,7510135560008,240,125,Océane Dubois,non,oui
Paris,610,,rue de la Convention,75015,,,,,,,7Z1WRN6ECWOLF,92,55,Sarah Rodrigues,non,oui
Paris,150,,boulevard Saint-Germain,75006,,,,,,,7611946709191,270,140,Emma Picard,non,oui
Paris,350,,rue de Vaugirard,75015,,,,,,,49AUZE8IOW3G9,265,145,Clémence Lacroix,non,oui
Paris,340,,boulevard de Grenelle,75015,,,,,,,7510193637801,65,33,Tom Giraud,non,oui
Paris,38,,rue de Montmartre,75002,,,,,,,7510165556674,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,280,,avenue Jean Jaurès,75019,,,,,,,75706284475949,75,38,Théo Caron,oui,non
Paris,540,,boulevard de Grenelle,75015,,,,,,,75316958114334,82,48,Tom Blanchard,oui,non
Paris,340,,boulevard de Grenelle,75015,,,,,,,7510166152458,65,33,Tom Giraud,non,oui
Paris,70,,rue de Rennes,75006,,,,,,,UII6XG72LMWAZ,80,40,Manon Dupuis,non,oui
Paris,570,,rue de Lourmel,75015,,,,,,,7510128217862,55,29,Lina Guerin,non,oui
Paris,16,,rue de Rivoli,75001,,,,,,,THJ49U8ZDWFVM,270,140,Thomas Leclerc,non,oui # ID en Doublon
Paris,370,,rue de Lourmel,75015,,,,,,,7510164296630,48,22,Lina Royer,non,oui
Paris,12,,rue de Belleville,75020,,,,,,,7510167233641,80,40,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,960,,rue de Vaugirard,75015,,,,,,,75776322065471,55,30,Maxence Germain,oui,non
Paris,45,,rue de Belleville,75020,,,,,,,7510168949405,70,30,Julie Bernard,non,oui # ID Inexistant et Arrondissement Erroné
Paris,920,,rue de Javel,75015,,,,,,,7510110587703,148,88,Leo Jacques,oui,non
Paris,720,,rue de Vaugirard,75015,,,,,,,75955794232702,182,108,Maxence Legall,oui,non
Paris,240,,avenue de Saint-Ouen,75018,,,,,,,75762586399445,260,135,Maxime Morel,non,oui
Paris,35,,rue de la Paix,75002,,,,,,,7510111856610,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,280,,avenue Jean Jaurès,75019,,,,,,,7510101321969,75,38,Théo Caron,oui,non
Paris,13,,rue de Rivoli,75001,,,,,,,7510149219324,290,160,Alice Roux,non,oui # ID en Doublon
Paris,29,,rue de la Paix,75002,,,,,,,7510150135635,120,70,Paul Leblanc,oui,non # ID Inexistant
Paris,580,,rue de Vaugirard,75015,,,,,,,DW001J8WIL8WO,235,120,Mathis Robin,non,oui
Paris,19,,rue de Rivoli,75001,,,,,,,7510143299341,250,130,Julie Moreau,non,oui # ID en Doublon
Paris,110,,avenue des Champs-Élysées,75008,,,,,,,7510121840961,190,110,Camille Blanc,non,oui
Paris,560,,rue de Javel,75015,,,,,,,7510117938175,165,98,Leo Arnaud,oui,non
Paris,130,,rue de la Pompe,75016,,,,,,,7510194158783,110,65,Léa Renard,oui,non
Paris,20,,rue du Louvre,75001,,,,,,,7510115556745,50,20,Thomas Leclerc,oui,non
Paris,600,,rue de Vaugirard,75015,,,,,,,75366755336086,172,105,Maxence Benard,oui,non
Paris,900,,boulevard de Grenelle,75015,,,,,,,75301386412073,110,62,Tom Michel,oui,non
Paris,26,,rue de Montmartre,75002,,,,,,,7510104995382,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,450,,rue Lecourbe,75015,,,,,,,7666525330678,255,132,Anna Berge,non,oui
Paris,120,,rue du Faubourg Saint-Honoré,75008,,,,,,,7510181024487,90,50,Louis Clement,non,oui
Paris,340,,boulevard de Grenelle,75015,,,,,,,7510190859955,65,33,Tom Giraud,non,oui
Paris,470,,rue de Vaugirard,75015,,,,,,,7510186524895,58,31,Chloé Lecomte,non,oui
Paris,470,,rue de Vaugirard,75015,,,,,,,7510174140158,58,31,Chloé Lecomte,non,oui
Paris,560,,rue de Javel,75015,,,,,,,7510138147391,165,98,Leo Arnaud,oui,non
Paris,38,,rue de Montmartre,75002,,,,,,,7510165645220,110,65,Sophie Martin,oui,non # ID Inexistant
Paris,400,,rue de Vaugirard,75015,,,,,,,7510116793451,52,28,Maxence Faure,oui,non
Paris,570,,rue de Lourmel,75015,,,,,,,7510164256512,55,29,Lina Guerin,non,oui
Paris,610,,rue de la Convention,75015,,,,,,,75222319933062,92,55,Sarah Rodrigues,non,oui
Paris,910,,rue de Vaugirard,75015,,,,,,,7510191438429,268,145,Clémence Fontaine,non,oui
Paris,700,,rue de Vaugirard,75015,,,,,,,7510100000051,228,115,Enzo Peltier,oui,non
Paris,840,,rue de Javel,75015,,,,,,,75972846550174,168,100,Leo Philippe,oui,non
Paris,260,,rue du Faubourg Saint-Antoine,75012,,,,,,,75991165994935,55,35,Clément Renaud,non,oui
