ad_num_voie,ad_rep,ad_voie,ad_cp,ad_ban,ad_bat,ad_esc,ad_etage,ad_num_app,ad_lot,id_num,nuit_t1,nuit_n-1,nom_loueur,res_ppale
35,,rue de Belleville,75020,,,,,,,7510139338638,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
440,,rue de Vaugirard,75015,,,,7.0,,,7510164014295,75,40,Lucas Dupuy,n
14,,rue de Belleville,75020,,,,,,,7510142004864,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
110,,avenue des Champs-Élysées,75008,,,,2.0,,,7510170989761,180,102,Camille Blanc,y
70,,rue de Rennes,75006,,,,4.0,,,7510185006096,70,30,Manon Dupuis,n
540,,boulevard de Grenelle,75015,,,,6.0,,,7510131217318,80,45,Tom Blanchard,y
760,,rue de Javel,75015,,,,5.0,,,7510192380180,150,90,Leo Mercier,n
510,,rue de la Croix Nivert,75015,,,,3.0,,,7510190602366,240,125,Eva Remy,y
40,,rue de la Paix,75002,,,,,,,7510148285214,110,65,Sophie Martin,y # ID Inexistant
950,,rue de la Croix Nivert,75015,,,,2.0,,,7510134940500,150,90,Eva Dufour,y
440,,rue de Vaugirard,75015,,,,7.0,,,7510139412970,75,40,Lucas Dupuy,n
570,,rue de Lourmel,75015,,,,3.0,,,BPCJFEP6U51RN,50,28,Lina Guerin,y
480,,rue de Javel,75015,,,,6.0,,,7605133179431,270,148,Mathis Olivier,y
310,,avenue de Versailles,75016,,,,4.0,,,ET4RIAW8L3T6Z,190,112,Jade Joly,y
60,,boulevard Haussmann,75009,,,,6.0,,,7510100000049,270,140,Antoine Garcia,y
380,,rue de Vaugirard,75015,,,,7.0,,,7510180627758,275,150,Mathis Richard,y
70,,rue de Rennes,75006,,,,4.0,,,7510131091765,70,30,Manon Dupuis,n
260,,rue du Faubourg Saint-Antoine,75012,,,,7.0,,,7510138180829,50,30,Clément Renaud,n
400,,rue de Vaugirard,75015,,,,5.0,,,7510160354073,50,26,Maxence Faure,n
510,,rue de la Croix Nivert,75015,,,,3.0,,,7510146601537,240,125,Eva Remy,y
210,,rue Lafayette,75010,,,,3.0,,,7510178103145,120,72,Charlotte Petit,y
32,,rue de Belleville,75020,,,,,,,7510189266422,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
410,,rue de la Convention,75015,,,,2.0,,,7510116722217,175,100,Sarah Fernandes,y
200,,rue de la Convention,75015,,,,7.0,,,7510100515474,100,58,Raphaël Bernard,n
26,,rue de Belleville,75020,,,,,,,7510185419290,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
50,,rue de Belleville,75020,,,,,,,RDKC03SQH5LFG,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erronés
210,,rue Lafayette,75010,,,,3.0,,,7510191258092,120,72,Charlotte Petit,y
790,,rue de la Croix Nivert,75015,,,,4.0,,,7510100816436,120,72,Eva Vincent,y
760,,rue de Javel,75015,,,,5.0,,,7510168263811,150,90,Leo Mercier,n
190,,avenue de Wagram,75017,,,,4.0,,,7510121403247,150,90,Inès Thomas,y
920,,rue de Javel,75015,,,,7.0,,,75678247875275,145,85,Leo Jacques,n
410,,rue de la Convention,75015,,,,2.0,,,7510136092378,175,100,Sarah Fernandes,y
20,,rue du Louvre,75001,,,,1.0,,,75357018062931,45,15,Thomas Leclerc,n
230,,rue de Tolbiac,75013,,,,2.0,,,75523218759769,80,42,Louise Durand,y
37,,rue de la Paix,75002,,,,,,,7510170317046,120,70,Paul Leblanc,y # ID Inexistant
900,,boulevard de Grenelle,75015,,,,6.0,,,7510108074330,105,60,Tom Michel,n
890,,rue Lecourbe,75015,,,,2.0,,,7510161733364,90,55,Sofia David,y
40,,avenue de l'Opéra,75009,,,,5.0,,,7510107959254,90,50,Lucas Fournier,y
600,,rue de Vaugirard,75015,,,,6.0,,,75375704415962,170,102,Maxence Benard,y
430,,rue de la Croix Nivert,75015,,,,4.0,,,7510197113484,110,65,Sofia Martinez,y
800,,rue de Vaugirard,75015,,,,7.0,,,7510156746245,175,102,Maxence Gaillard,n
410,,rue de la Convention,75015,,,,2.0,,,7510146286674,175,100,Sarah Fernandes,y
410,,rue de la Convention,75015,,,,2.0,,,7510142815983,175,100,Sarah Fernandes,y
370,,rue de Lourmel,75015,,,,4.0,,,7510121092920,45,24,Lina Royer,y
22,,rue de la Paix,75002,,,,,,,75993395553856,110,65,Sophie Martin,y # ID Inexistant
49,,rue de la Paix,75002,,,,,,,7510184022691,120,70,Paul Leblanc,y # ID Inexistant
430,,rue de la Croix Nivert,75015,,,,4.0,,,7510132594419,110,65,Sofia Martinez,y
580,,rue de Vaugirard,75015,,,,5.0,,,7510133812457,230,120,Mathis Robin,n
110,,avenue des Champs-Élysées,75008,,,,2.0,,,7510109790689,180,102,Camille Blanc,y
530,,rue Lecourbe,75015,,,,2.0,,,7510175236092,185,105,Sofia Legrand,y
580,,rue de Vaugirard,75015,,,,5.0,,,75751814706572,230,120,Mathis Robin,n
740,,boulevard de Grenelle,75015,,,,7.0,,,7510180001581,100,58,Tom Berger,n
950,,rue de la Croix Nivert,75015,,,,2.0,,,2NWPEQDMKTFF4,150,90,Eva Dufour,y
44,,rue de Belleville,75020,,,,,,,7510109917253,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
610,,rue de la Convention,75015,,,,4.0,,,75565412877031,90,52,Sarah Rodrigues,y
44,,rue de Belleville,75020,,,,,,,7510104072149,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
660,,boulevard de Grenelle,75015,,,,6.0,,,7510162749627,55,30,Tom Moreau,n
35,,rue de Belleville,75020,,,,,,,7510105370889,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
530,,rue Lecourbe,75015,,,,2.0,,,7510128019551,185,105,Sofia Legrand,y
270,,rue de Belleville,75019,,,,3.0,,,ICIQUXXAWKQI8,165,98,Manon Lefevre,y
330,,rue Lecourbe,75015,,,,3.0,,,G2JIPQ3DXKYVF,115,68,Agathe Gauthier,y
49,,rue de la Paix,75002,,,,,,,7510193566532,120,70,Paul Leblanc,y # ID Inexistant
710,,rue de la Croix Nivert,75015,,,,2.0,,,7510159167459,115,70,Eva Roussel,y
980,,boulevard de Grenelle,75015,,,,7.0,,,7629786429525,110,68,Tom Louis,n
46,,rue de la Paix,75002,,,,,,,7510104560356,110,65,Sophie Martin,y # ID Inexistant
17,,rue de Belleville,75020,,,,,,,75860197611890,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
32,,rue de Belleville,75020,,,,,,,75992836057524,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
41,,rue de Belleville,75020,,,,,,,7510109391314,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
820,,boulevard de Grenelle,75015,,,,5.0,,,7510162575056,110,62,Tom Leclerc,n
300,,rue du Commerce,75015,,,,6.0,,,7510192935719,110,65,Enzo Leroy,n
520,,rue de Vaugirard,75015,,,,5.0,,,7510178233740,120,72,Maxence Rolland,n
870,,rue de la Croix Nivert,75015,,,,3.0,,,7510174140158,115,68,Eva Lambert,y
46,,rue de la Paix,75002,,,,,,,7510182656358,110,65,Sophie Martin,y # ID Inexistant
24,,rue de Rivoli,75001,,,,,,,7510178567697,190,100,Lucas Fournier,y # ID en Doublon
50,,rue de Belleville,75020,,,,,,,7510104751551,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erronés
39,,rue de Rivoli,75001,,,,,,,7510130359728,90,50,Chloé Gillet,y # ID en Doublon
530,,rue Lecourbe,75015,,,,2.0,,,7681730878466,185,105,Sofia Legrand,y
300,,rue du Commerce,75015,,,,6.0,,,7510141687467,110,65,Enzo Leroy,n
40,,rue de la Paix,75002,,,,,,,7510152490160,110,65,Sophie Martin,y # ID Inexistant
790,,rue de la Croix Nivert,75015,,,,4.0,,,7510129032741,120,72,Eva Vincent,y
510,,rue de la Croix Nivert,75015,,,,3.0,,,7510160568403,240,125,Eva Remy,y
500,,rue de Vaugirard,75015,,,,7.0,,,7601798584614,65,35,Enzo Aubert,n
350,,rue de Vaugirard,75015,,,,2.0,,,7510156092786,255,132,Clémence Lacroix,y
920,,rue de Javel,75015,,,,7.0,,,9PVZQ30FH0NEJ,145,85,Leo Jacques,n
540,,boulevard de Grenelle,75015,,,,6.0,,,7510171057562,80,45,Tom Blanchard,y
540,,boulevard de Grenelle,75015,,,,6.0,,,7510183015893,80,45,Tom Blanchard,y
22,,rue de la Paix,75002,,,,,,,7510185968312,110,65,Sophie Martin,y # ID Inexistant
950,,rue de la Croix Nivert,75015,,,,2.0,,,7510191155773,150,90,Eva Dufour,y
390,,rue de la Croix Nivert,75015,,,,3.0,,,7510175289895,145,85,Eva Garnier,y
230,,rue de Tolbiac,75013,,,,2.0,,,7510184619729,80,42,Louise Durand,y
240,,avenue de Saint-Ouen,75018,,,,6.0,,,7510157767107,250,130,Maxime Morel,y
980,,boulevard de Grenelle,75015,,,,7.0,,,7510104318841,110,68,Tom Louis,n
300,,rue du Commerce,75015,,,,6.0,,,7510150819676,110,65,Enzo Leroy,n
670,,rue de Vaugirard,75015,,,,4.0,,,7614543750454,285,155,Chloé Jean,y
620,,rue de Vaugirard,75015,,,,7.0,,,7510100000066,105,60,Hugo Thomas,n
570,,rue de Lourmel,75015,,,,3.0,,,7510115660314,50,28,Lina Guerin,y
24,,rue de Rivoli,75001,,,,,,,7510131527003,190,100,Lucas Fournier,y # ID en Doublon
410,,rue de la Convention,75015,,,,2.0,,,JYT809ITIW7QJ,175,100,Sarah Fernandes,y
730,,rue Lecourbe,75015,,,,4.0,,,5V8J10RBJ9TQF,90,50,Sofia Gillet,y
16,,rue de la Paix,75002,,,,,,,7510119399905,110,65,Sophie Martin,y # ID Inexistant
200,,rue de la Convention,75015,,,,7.0,,,7510151731898,100,58,Raphaël Bernard,n
40,,avenue de l'Opéra,75009,,,,5.0,,,7510151567881,90,50,Lucas Fournier,y
46,,rue de la Paix,75002,,,,,,,7510176274793,110,65,Sophie Martin,y # ID Inexistant
930,,rue de Lourmel,75015,,,,3.0,,,75291685634447,40,22,Lina Leroy,y
16,,rue de la Paix,75002,,,,,,,7510119517093,110,65,Sophie Martin,y # ID Inexistant
180,,rue du Temple,75003,,,,6.0,,,RPB9LN3GLV21Q,280,155,Gabriel Martin,y
550,,rue de Vaugirard,75015,,,,4.0,,,7510148488112,290,160,Clémence Clement,y
990,,rue de Vaugirard,75015,,,,3.0,,,7510128664477,160,95,Clémence Aubry,y
780,,rue de Vaugirard,75015,,,,6.0,,,75856603260993,245,125,Mathis Chevalier,y
500,,rue de Vaugirard,75015,,,,7.0,,,7510109649683,65,35,Enzo Aubert,n
12,,rue de Rivoli,75001,,,,,,,75263346863021,270,140,Paul Bertrand,y # ID en Doublon
80,,avenue des Ternes,75017,,,,7.0,,,7510175146808,240,125,Hugo Lambert,y
35,,rue de Belleville,75020,,,,,,,7510188043429,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
420,,rue de Vaugirard,75015,,,,6.0,,,7510125322544,95,55,Hugo Da Silva,n
24,,rue de Rivoli,75001,,,,,,,7510177073686,190,100,Lucas Fournier,y # ID en Doublon
690,,rue de Lourmel,75015,,,,3.0,,,MZ8989PBZ9SB9,60,33,Lina Barbier,y
750,,rue de Vaugirard,75015,,,,3.0,,,7510118032278,270,148,Clémence Lemaire,y
450,,rue Lecourbe,75015,,,,3.0,,,7510154168217,250,130,Anna Berge,y
11,,rue de Belleville,75020,,,,,,,7510194316638,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
370,,rue de Lourmel,75015,,,,4.0,,,7510149449364,45,24,Lina Royer,y
11,,rue de Belleville,75020,,,,,,,XQHHTL81RD1J8,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
210,,rue Lafayette,75010,,,,3.0,,,7669655212939,120,72,Charlotte Petit,y
560,,rue de Javel,75015,,,,7.0,,,JUB29WJFRVRB7,160,95,Leo Arnaud,n
31,,rue de la Paix,75002,,,,,,,7510126283925,120,70,Paul Leblanc,y # ID Inexistant
45,,rue de Rivoli,75001,,,,,,,7510172817745,50,30,Camille Blanc,y # ID en Doublon
300,,rue du Commerce,75015,,,,6.0,,,7510152030270,110,65,Enzo Leroy,n
18,,rue de Rivoli,75001,,,,,,,7510111967193,230,120,Thomas Leclerc,y # ID en Doublon
17,,rue de Belleville,75020,,,,,,,7510182419885,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
500,,rue de Vaugirard,75015,,,,7.0,,,7510184326053,65,35,Enzo Aubert,n
110,,avenue des Champs-Élysées,75008,,,,2.0,,,7510167172486,180,102,Camille Blanc,y
290,,rue de Vaugirard,75015,,,,2.0,,,7510178158401,230,120,Océane Dubois,y
730,,rue Lecourbe,75015,,,,4.0,,,7510134038097,90,50,Sofia Gillet,y
390,,rue de la Croix Nivert,75015,,,,3.0,,,7630888892244,145,85,Eva Garnier,y
760,,rue de Javel,75015,,,,5.0,,,SN9NQ7O3F9GRM,150,90,Leo Mercier,n
37,,rue de la Paix,75002,,,,,,,7510106784755,120,70,Paul Leblanc,y # ID Inexistant
920,,rue de Javel,75015,,,,7.0,,,7510182204710,145,85,Leo Jacques,n
970,,rue Lecourbe,75015,,,,4.0,,,75272365927135,220,112,Sarah Robin,y
30,,rue de Rivoli,75001,,,,,,,7510113021470,150,80,Antoine Garcia,y # ID en Doublon
510,,rue de la Croix Nivert,75015,,,,3.0,,,75273271753672,240,125,Eva Remy,y
320,,rue de la Convention,75015,,,,7.0,,,7510171846782,90,50,Ethan Brun,n
130,,rue de la Pompe,75016,,,,4.0,,,7510129543259,100,60,Léa Renard,y
590,,rue de la Croix Nivert,75015,,,,2.0,,,7510198140822,125,75,Eva Meyer,y
660,,boulevard de Grenelle,75015,,,,6.0,,,7510132322166,55,30,Tom Moreau,n
990,,rue de Vaugirard,75015,,,,3.0,,,7510167650251,160,95,Clémence Aubry,y
80,,avenue des Ternes,75017,,,,7.0,,,7510148655292,240,125,Hugo Lambert,y
870,,rue de la Croix Nivert,75015,,,,3.0,,,7510144869898,115,68,Eva Lambert,y
15,,avenue Montaigne,75008,,,,4.0,,,7696088792511,140,80,Alice Roux,y
620,,rue de Vaugirard,75015,,,,7.0,,,7510194783763,105,60,Hugo Thomas,n
600,,rue de Vaugirard,75015,,,,6.0,,,75696461888840,170,102,Maxence Benard,y
35,,rue de Belleville,75020,,,,,,,7510131023938,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
230,,rue de Tolbiac,75013,,,,2.0,,,R71SAO3T02J72,80,42,Louise Durand,y
80,,avenue des Ternes,75017,,,,7.0,,,75612960596382,240,125,Hugo Lambert,y
230,,rue de Tolbiac,75013,,,,2.0,,,7510121840961,80,42,Louise Durand,y
290,,rue de Vaugirard,75015,,,,2.0,,,7510147360169,230,120,Océane Dubois,y
640,,rue de Vaugirard,75015,,,,5.0,,,YG4OWY9LPJM92,245,128,Lucas Bernard,n
47,,rue de Belleville,75020,,,,,,,7510184813445,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
28,,rue de la Paix,75002,,,,,,,7510153081224,110,65,Sophie Martin,y # ID Inexistant
770,,rue de Lourmel,75015,,,,2.0,,,7510125562957,50,26,Lina Dupin,y
420,,rue de Vaugirard,75015,,,,6.0,,,7510114631017,95,55,Hugo Da Silva,n
690,,rue de Lourmel,75015,,,,3.0,,,7510160147811,60,33,Lina Barbier,y
680,,rue de Javel,75015,,,,7.0,,,7510111650563,155,92,Mathis Leroy,n
190,,avenue de Wagram,75017,,,,4.0,,,75746960591717,150,90,Inès Thomas,y
170,,rue de Vaugirard,75015,,,,2.0,,,7690345825214,50,25,Clara Gerard,n
890,,rue Lecourbe,75015,,,,2.0,,,WCGLSGRVB3U6S,90,55,Sofia David,y
610,,rue de la Convention,75015,,,,4.0,,,7510195875708,90,52,Sarah Rodrigues,y
220,,boulevard Voltaire,75011,,,,5.0,,,DI4BEWS9PYWP2,180,105,Valentin Robert,n
36,,rue de Rivoli,75001,,,,,,,7510146824807,110,60,Hugo Lambert,y # ID en Doublon
20,,rue du Louvre,75001,,,,1.0,,,7510109781008,45,15,Thomas Leclerc,n
14,,rue de Belleville,75020,,,,,,,7510106548298,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
400,,rue de Vaugirard,75015,,,,5.0,,,7510118304798,50,26,Maxence Faure,n
670,,rue de Vaugirard,75015,,,,4.0,,,7510117530022,285,155,Chloé Jean,y
43,,rue de la Paix,75002,,,,,,,7510164848454,120,70,Paul Leblanc,y # ID Inexistant
920,,rue de Javel,75015,,,,7.0,,,7621227780899,145,85,Leo Jacques,n
450,,rue Lecourbe,75015,,,,3.0,,,7510100765127,250,130,Anna Berge,y
440,,rue de Vaugirard,75015,,,,7.0,,,7510167977075,75,40,Lucas Dupuy,n
42,,rue de Rivoli,75001,,,,,,,7510184501924,70,40,Nathan Fabre,y # ID en Doublon
12,,rue de Rivoli,75001,,,,,,,7510179990992,270,140,Paul Bertrand,y # ID en Doublon
520,,rue de Vaugirard,75015,,,,5.0,,,7618816423822,120,72,Maxence Rolland,n
340,,boulevard de Grenelle,75015,,,,5.0,,,7510192181148,60,32,Tom Giraud,n
350,,rue de Vaugirard,75015,,,,2.0,,,7510191153910,255,132,Clémence Lacroix,y
970,,rue Lecourbe,75015,,,,4.0,,,7510112612939,220,112,Sarah Robin,y
860,,rue de Vaugirard,75015,,,,7.0,,,7510123460517,235,120,Mathis Guillou,n
560,,rue de Javel,75015,,,,7.0,,,7510109828127,160,95,Leo Arnaud,n
400,,rue de Vaugirard,75015,,,,5.0,,,7510171321375,50,26,Maxence Faure,n
19,,rue de la Paix,75002,,,,,,,7510151923158,120,70,Paul Leblanc,y # ID Inexistant
540,,boulevard de Grenelle,75015,,,,6.0,,,75733899245158,80,45,Tom Blanchard,y
39,,rue de Rivoli,75001,,,,,,,NOYPOM2RX3IA3,90,50,Chloé Gillet,y # ID en Doublon
430,,rue de la Croix Nivert,75015,,,,4.0,,,7510110841945,110,65,Sofia Martinez,y
690,,rue de Lourmel,75015,,,,3.0,,,7510144424563,60,33,Lina Barbier,y
630,,rue de la Croix Nivert,75015,,,,3.0,,,7510140519548,70,38,Sofia Dupont,y
28,,rue de la Paix,75002,,,,,,,7510197814020,110,65,Sophie Martin,y # ID Inexistant
460,,boulevard de Grenelle,75015,,,,5.0,,,7695999796993,135,82,Tom Guillot,n
47,,rue de Belleville,75020,,,,,,,7510197130359,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
200,,rue de la Convention,75015,,,,7.0,,,7510140531261,100,58,Raphaël Bernard,n
110,,avenue des Champs-Élysées,75008,,,,2.0,,,7510183885974,180,102,Camille Blanc,y
750,,rue de Vaugirard,75015,,,,3.0,,,7510179449080,270,148,Clémence Lemaire,y
490,,rue de Lourmel,75015,,,,4.0,,,7510159144212,140,85,Lina Lamy,y
320,,rue de la Convention,75015,,,,7.0,,,7510192463742,90,50,Ethan Brun,n
870,,rue de la Croix Nivert,75015,,,,3.0,,,75408156673275,115,68,Eva Lambert,y
38,,rue de Belleville,75020,,,,,,,7510129151020,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
790,,rue de la Croix Nivert,75015,,,,4.0,,,7510164668244,120,72,Eva Vincent,y
130,,rue de la Pompe,75016,,,,4.0,,,7510138564020,100,60,Léa Renard,y
20,,rue du Louvre,75001,,,,1.0,,,7510149088778,45,15,Thomas Leclerc,n
190,,avenue de Wagram,75017,,,,4.0,,,75647963749319,150,90,Inès Thomas,y
47,,rue de Belleville,75020,,,,,,,7510102670268,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
680,,rue de Javel,75015,,,,7.0,,,7510165823226,155,92,Mathis Leroy,n
600,,rue de Vaugirard,75015,,,,6.0,,,7510108050798,170,102,Maxence Benard,y
10,,rue de la Paix,75002,,,,,,,7510164666875,110,65,Sophie Martin,y # ID Inexistant
340,,boulevard de Grenelle,75015,,,,5.0,,,7510161611972,60,32,Tom Giraud,n
500,,rue de Vaugirard,75015,,,,7.0,,,7510175990265,65,35,Enzo Aubert,n
240,,avenue de Saint-Ouen,75018,,,,6.0,,,7510145919494,250,130,Maxime Morel,y
370,,rue de Lourmel,75015,,,,4.0,,,7510147437956,45,24,Lina Royer,y
20,,rue de Belleville,75020,,,,,,,7510192193617,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
230,,rue de Tolbiac,75013,,,,2.0,,,7510175559646,80,42,Louise Durand,y
840,,rue de Javel,75015,,,,6.0,,,7510137357821,165,98,Leo Philippe,n
510,,rue de la Croix Nivert,75015,,,,3.0,,,7510146652228,240,125,Eva Remy,y
670,,rue de Vaugirard,75015,,,,4.0,,,7510118492207,285,155,Chloé Jean,y
400,,rue de Vaugirard,75015,,,,5.0,,,7510131941358,50,26,Maxence Faure,n
16,,rue de la Paix,75002,,,,,,,7510178026922,110,65,Sophie Martin,y # ID Inexistant
30,,rue de Rivoli,75004,,,,3.0,,,7510128277045,190,110,Julie Moreau,y
780,,rue de Vaugirard,75015,,,,6.0,,,7510178516637,245,125,Mathis Chevalier,y
290,,rue de Vaugirard,75015,,,,2.0,,,7697678869693,230,120,Océane Dubois,y
540,,boulevard de Grenelle,75015,,,,6.0,,,7510102682316,80,45,Tom Blanchard,y
150,,boulevard Saint-Germain,75006,,,,3.0,,,7510148735638,260,135,Emma Picard,y
680,,rue de Javel,75015,,,,7.0,,,7510128996559,155,92,Mathis Leroy,n
510,,rue de la Croix Nivert,75015,,,,3.0,,,7DI0HUG9ABAUA,240,125,Eva Remy,y
870,,rue de la Croix Nivert,75015,,,,3.0,,,75317659577553,115,68,Eva Lambert,y
42,,rue de Rivoli,75001,,,,,,,7510109781008,70,40,Nathan Fabre,y # ID en Doublon
90,,rue de Belleville,75020,,,,3.0,,,7510123061536,130,75,Chloé Gillet,n
32,,rue de Belleville,75020,,,,,,,7510188107675,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
600,,rue de Vaugirard,75015,,,,6.0,,,7510152933935,170,102,Maxence Benard,y
60,,boulevard Haussmann,75009,,,,6.0,,,7510118265888,270,140,Antoine Garcia,y
740,,boulevard de Grenelle,75015,,,,7.0,,,7510141975357,100,58,Tom Berger,n
19,,rue de la Paix,75002,,,,,,,7600654248321,120,70,Paul Leblanc,y # ID Inexistant
690,,rue de Lourmel,75015,,,,3.0,,,7510141286021,60,33,Lina Barbier,y
550,,rue de Vaugirard,75015,,,,4.0,,,7510134698446,290,160,Clémence Clement,y
140,,rue de Rivoli,75001,,,,7.0,,,7510134335220,60,35,Arthur Lemaire,n
680,,rue de Javel,75015,,,,7.0,,,8Z9KXF0WQ3H9K,155,92,Mathis Leroy,n
320,,rue de la Convention,75015,,,,7.0,,,7510133486782,90,50,Ethan Brun,n
31,,rue de la Paix,75002,,,,,,,75975797910955,120,70,Paul Leblanc,y # ID Inexistant
200,,rue de la Convention,75015,,,,7.0,,,7510179707303,100,58,Raphaël Bernard,n
140,,rue de Rivoli,75001,,,,7.0,,,7510152230072,60,35,Arthur Lemaire,n
830,,rue de Vaugirard,75015,,,,2.0,,,7510101994394,295,170,Clémence Carpentier,y
18,,rue de Rivoli,75001,,,,,,,7510132176699,230,120,Thomas Leclerc,y # ID en Doublon
140,,rue de Rivoli,75001,,,,7.0,,,7510122734273,60,35,Arthur Lemaire,n
470,,rue de Vaugirard,75015,,,,2.0,,,7510102716760,55,30,Chloé Lecomte,y
26,,rue de Belleville,75020,,,,,,,7510156764569,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
32,,rue de Belleville,75020,,,,,,,75298616191683,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
330,,rue Lecourbe,75015,,,,3.0,,,JQWGV8WJN41HI,115,68,Agathe Gauthier,y
680,,rue de Javel,75015,,,,7.0,,,7510174865524,155,92,Mathis Leroy,n
160,,avenue Victor Hugo,75016,,,,5.0,,,FMP8IOQNST2UQ,120,70,Adam Rousseau,n
30,,rue de Rivoli,75004,,,,3.0,,,7510104323521,190,110,Julie Moreau,y
17,,rue de Belleville,75020,,,,,,,7510178440742,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
630,,rue de la Croix Nivert,75015,,,,3.0,,,7510114733821,70,38,Sofia Dupont,y
45,,rue de Rivoli,75001,,,,,,,7510143390899,50,30,Camille Blanc,y # ID en Doublon
22,,rue de la Paix,75002,,,,,,,7510144235907,110,65,Sophie Martin,y # ID Inexistant
340,,boulevard de Grenelle,75015,,,,5.0,,,7510198530468,60,32,Tom Giraud,n
500,,rue de Vaugirard,75015,,,,7.0,,,7510136729631,65,35,Enzo Aubert,n
530,,rue Lecourbe,75015,,,,2.0,,,7510157723704,185,105,Sofia Legrand,y
190,,avenue de Wagram,75017,,,,4.0,,,7614396147400,150,90,Inès Thomas,y
360,,rue de Javel,75015,,,,6.0,,,7510182330717,135,80,Leo Dupont,n
46,,rue de la Paix,75002,,,,,,,DCB99THVVH907,110,65,Sophie Martin,y # ID Inexistant
440,,rue de Vaugirard,75015,,,,7.0,,,7510198117857,75,40,Lucas Dupuy,n
21,,rue de Rivoli,75001,,,,,,,7510193981300,210,110,Julie Moreau,y # ID en Doublon
350,,rue de Vaugirard,75015,,,,2.0,,,7510111176612,255,132,Clémence Lacroix,y
400,,rue de Vaugirard,75015,,,,5.0,,,7510119820288,50,26,Maxence Faure,n
420,,rue de Vaugirard,75015,,,,6.0,,,29FP42J2OWNA1,95,55,Hugo Da Silva,n
160,,avenue Victor Hugo,75016,,,,5.0,,,7510199493246,120,70,Adam Rousseau,n
39,,rue de Rivoli,75001,,,,,,,7510128392433,90,50,Chloé Gillet,y # ID en Doublon
660,,boulevard de Grenelle,75015,,,,6.0,,,7510101907595,55,30,Tom Moreau,n
660,,boulevard de Grenelle,75015,,,,6.0,,,7510161167794,55,30,Tom Moreau,n
570,,rue de Lourmel,75015,,,,3.0,,,75880113859655,50,28,Lina Guerin,y
730,,rue Lecourbe,75015,,,,4.0,,,7510168592478,90,50,Sofia Gillet,y
900,,boulevard de Grenelle,75015,,,,6.0,,,7510186232728,105,60,Tom Michel,n
450,,rue Lecourbe,75015,,,,3.0,,,7510154059380,250,130,Anna Berge,y
30,,rue de Rivoli,75001,,,,,,,7510199681606,150,80,Antoine Garcia,y # ID en Doublon
910,,rue de Vaugirard,75015,,,,4.0,,,7510176576509,265,145,Clémence Fontaine,y
540,,boulevard de Grenelle,75015,,,,6.0,,,7510110383536,80,45,Tom Blanchard,y
920,,rue de Javel,75015,,,,7.0,,,8NZK1X04HPP5Z,145,85,Leo Jacques,n
530,,rue Lecourbe,75015,,,,2.0,,,75725213662189,185,105,Sofia Legrand,y
100,,rue de Richelieu,75002,,,,5.0,,,7510134049297,40,20,Nathan Fabre,n
280,,avenue Jean Jaurès,75019,,,,5.0,,,7510142562401,70,35,Théo Caron,y
870,,rue de la Croix Nivert,75015,,,,3.0,,,7635503612939,115,68,Eva Lambert,y
720,,rue de Vaugirard,75015,,,,6.0,,,75652071692996,180,105,Maxence Legall,y
36,,rue de Rivoli,75001,,,,,,,7510111254080,110,60,Hugo Lambert,y # ID en Doublon
540,,boulevard de Grenelle,75015,,,,6.0,,,7510123094407,80,45,Tom Blanchard,y
70,,rue de Rennes,75006,,,,4.0,,,7510189306920,70,30,Manon Dupuis,n
31,,rue de la Paix,75002,,,,,,,7510159856728,120,70,Paul Leblanc,y # ID Inexistant
480,,rue de Javel,75015,,,,6.0,,,7510104419368,270,148,Mathis Olivier,y
100,,rue de Richelieu,75002,,,,5.0,,,7510154414793,40,20,Nathan Fabre,n
670,,rue de Vaugirard,75015,,,,4.0,,,7510180953205,285,155,Chloé Jean,y
